,100000,1000000,10000000
DLS_16, 0.8080019950866699, 5.868997573852539, 56.544005393981934
DLS_18, 0.7919960021972656, 6.019999265670776, 58.330005168914795
DLS_20, 0.8140006065368652, 6.191700458526611, 60.10051107406616
DLSM_16, 2.187004566192627, 9.357999801635742, 77.01551222801208
DLSM_18, 2.2270045280456543, 9.740996360778809, 80.58758330345154
DLSM_20, 2.3139989376068115, 10.07200312614441, 83.66399931907654
