0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,
1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,1,3,2,2,5,2,3,6,2,5,1,7,3,8,8,8,6,11,7,10,14,19,15,15,12,25,27,19,27,38,28,38,31,45,49,48,52,61,47,39,46,50,70,68,50,90,81,87,95,91,87,101,112,98,134,130,106,139,127,157,129,148,151,135,174,147,164,158,165,184,166,199,187,209,210,169,223,217,210,238,229,210,233,227,243,243,283,262,262,269,301,292,288,257,303,288,288,294,311,299,316,331,311,350,314,357,340,350,344,334,348,329,364,358,339,375,340,349,391,376,356,380,391,366,380,390,383,387,379,369,407,414,403,417,378,402,377,401,387,395,392,417,407,397,366,410,377,416,434,381,368,388,400,357,408,406,436,378,415,393,363,371,401,385,393,376,374,370,376,398,376,378,353,388,382,395,347,367,321,364,352,339,333,353,386,361,361,334,313,368,390,356,315,325,351,319,338,350,331,328,287,334,307,302,298,270,288,279,297,257,293,296,276,294,259,276,233,259,254,260,280,260,232,239,253,253,266,253,252,235,250,210,212,220,229,225,232,232,210,203,181,200,214,189,182,179,201,178,176,174,152,174,198,164,151,183,174,164,152,157,154,168,152,133,147,141,135,124,164,125,137,137,138,133,132,124,133,112,105,110,119,121,120,122,94,118,106,102,96,109,96,80,94,88,101,104,102,88,96,84,93,75,80,74,87,72,90,63,89,54,75,81,53,73,54,69,72,70,55,64,68,77,54,43,43,63,52,46,56,49,52,54,51,66,46,62,41,53,47,35,32,39,41,43,45,37,37,32,42,38,39,43,30,41,33,24,20,34,35,29,32,31,37,18,26,22,28,23,21,25,28,21,19,14,36,15,25,26,29,18,25,15,22,17,17,14,20,18,17,21,21,10,19,11,10,14,13,11,18,8,15,11,14,12,13,16,12,10,15,12,11,11,6,14,14,6,6,6,11,10,9,8,13,13,7,3,8,7,5,13,6,8,7,11,8,4,8,7,6,7,6,3,5,11,3,4,6,5,8,4,2,4,10,4,5,8,8,5,3,4,4,2,1,2,5,3,3,2,3,2,2,3,1,3,3,3,3,4,4,2,3,2,3,4,3,1,5,1,2,2,1,5,2,2,2,1,1,1,0,0,3,3,2,3,1,3,1,0,2,0,2,0,2,1,1,1,1,1,0,0,0,4,0,1,0,0,0,1,0,1,2,0,1,1,2,0,0,1,0,2,1,1,1,1,0,0,1,0,1,1,1,0,2,1,0,1,0,1,1,1,2,0,0,0,1,3,1,0,0,1,2,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
452,364,331,321,306,321,358,390,431,547,603,679,951,1137,1368,1645,1976,2429,2710,3140,3569,4075,4542,5028,5548,5653,5987,6259,6540,6718,6922,6952,6904,6941,6874,6827,6552,6387,6037,5713,5528,5205,4917,4560,4362,4030,3722,3428,3187,2963,2663,2467,2260,1983,1890,1671,1422,1369,1238,1092,1000,896,794,660,620,575,496,392,362,342,286,254,217,198,179,173,122,113,95,98,65,42,51,46,49,34,36,35,22,27,17,20,17,12,7,10,14,11,8,3,3,3,3,1,2,3,1,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
8187,17542,29500,42208,52190,58522,60153,57804,52420,44976,37657,30559,24021,18962,14233,10975,8276,6165,4695,3549,2690,2050,1477,1189,838,699,485,378,261,199,157,99,56,47,44,20,13,12,13,3,10,0,0,0,0,1,
